conceptUri,preferredLabel,altLabels,skillType,reuseLevel,description
http://data.europa.eu/esco/skill/0eb05180-6927-4c35-b898-176e00d0488c,sell services,"collect money in exchange for services
accept payment for services
selling services",skill/competence,cross-sector,Encourage sales by identifying the customer’s buying needs and by promoting benefits and features of the organisation’s services. Respond to and resolve customer objections and agree to mutually beneficial terms and conditions.
http://data.europa.eu/esco/skill/0ee7b0d6-db98-4785-9948-f2ef415d155a,write research proposals,write research applications,skill/competence,cross-sector,"Synthetise and write proposals aiming to solve research problems. Draft the proposal baseline and objectives, the estimated budget, risks and impact. Document the advances and new developments on the relevant subject and field of study."
http://data.europa.eu/esco/skill/0ee94af1-b445-4973-9c3f-459fab250342,apply conflict management,"implement conflict management
administer conflict management
utilise conflict management
applying conflict management
conflict management application
employ conflict management
application of conflict management",skill/competence,cross-sector,"Take ownership of the handling of all complaints and disputes showing empathy and understanding to achieve resolution. Be fully aware of all Social Responsibility protocols and procedures, and be able to deal with a problematic gambling situation in a professional manner with maturity and empathy."
http://data.europa.eu/esco/skill/0ee9e985-0ee5-4a73-8a12-78b53b261bb2,interact verbally in English,"verbally interact in English
communicate verbally in English
speak English",skill/competence,transversal,Communicate orally in English.
http://data.europa.eu/esco/skill/0eece926-f1a3-4b65-9b99-a35e4c0eb835,care for food aesthetic,"care of food aesthetics
maintain food aesthetics
caring for food aesthetics
care for food aesthetics
manage food aesthetics
preserve food aesthetics
look after food aesthetics",skill/competence,cross-sector,"Convey presentation and aesthetic elements into the production of food. Cut products properly, manage right quantities into the product, care for the attractiveness of the product."
http://data.europa.eu/esco/skill/0efad746-55ba-4586-b481-ebfb1f7a8488,apply export strategies,"administer export strategies
apply an export strategy
employ export strategies
implement export strategies
utilise export strategies
applying an export strategy
export strategy application",skill/competence,cross-sector,"Follow and implement strategies according to the size of the company and possible advantages towards the international market. Set goals to export products or commodities to the market, in order to minimize risks for potential buyers."
http://data.europa.eu/esco/skill/0efbd0a0-0272-445d-90a8-ebb2a9b5058b,understand spoken Bosnian,"comprehend spoken Bosnian
make sense of spoken Bosnian
interpret spoken Bosnian
listen to Bosnian
understand Bosnian speech",skill/competence,transversal,Comprehend orally expressed ​Bosnian.
http://data.europa.eu/esco/skill/0efbe2dc-2770-47ec-b8f4-d1bdff6ac0a4,advise on risk management,"recommend on accident management
strategise on accident management
suggest on risk management
propose on risk management
recommend on risk management
propose on accident management
suggest on accident management
strategise on risk management",skill/competence,cross-sector,"Provide advice on risk management policies and prevention strategies and their implementation, being aware of different kinds of risks to a specific organisation."
http://data.europa.eu/esco/skill/0efd5409-0b0a-4dea-8d62-6bb960f61cdd,make legal decisions,"produce legal decisions
take legal decisions
produce judicial decisions
hand down legal decisions
take judicial decisions
agree judicial decisions
agree legal decisions
hand down judicial decisions",skill/competence,cross-sector,"Make decisions in legal cases in order to reach an official conclusion which has to be enforced, creating a decision which is legally binding for the parties involved in the case."
http://data.europa.eu/esco/skill/0f0698e7-04e4-4bf7-9af2-e3191147525a,optimise production processes parameters,"optimize production processes parameters
production processes parameters maintaining
maintain production processes parameters
production processes parameter maintaining
production processes parameter optimising
maintaining production processes parameters
optimising production processes parameters
production processes parameters optimising",skill/competence,cross-sector,"Optimise and maintain the parameters of the production process such as flow, temperature or pressure."
http://data.europa.eu/esco/skill/0f214f63-f8bd-49b0-b6c0-160650b0ca89,select mould types,"selecting of mold types
choosing of mold types
mould type choice
choice of mold types
mold type selection
choosing mold types
choosing of mould types
selection of mold types
selecting of mould types
selecting mould types
selecting mold types
selection of mould types
choosing mould types
mold type choice
mould type selection
choice of mould types
select mold types",skill/competence,cross-sector,Select the appropriate type and size of mould based on the operation.
http://data.europa.eu/esco/skill/0f2cb38a-6e97-4f49-80f7-1da9e5835ed0,buffing motions,"polishing impetus
buffing impetus
buffing operation
buffing processes
polishing operation
polishing techniques
polishing processes
buffing techniques",knowledge,cross-sector,"The different processes, or motions, used in polishing, depending on the desired end result concerning the level of smoothness and shininess of the metal workpiece: cut motion or colour motion."
http://data.europa.eu/esco/skill/0f2cd213-1f80-4c02-96c9-bf183834f7d6,identify learning disorders,"identifying learning disorders
recognize learning disorders
identify learning delays
ascertain learning disorders
identify learning disorder
determine learning disorders",skill/competence,cross-sector,"Observe and detect symptoms of Specific Learning Difficulties such as attention deficit hyperactivity disorder (ADHD), dyscalculia, and dysgraphia in children or adult learners. Refer the student to the correct specialised educational expert if necessary."
